Directory,File,FileSize
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies012.AVI,26789464
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies204.AVI,164312
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies210.AVI,27593432
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies238.AVI,43895768
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies239.AVI,2054040
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies211.AVI,164312
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies205.AVI,361496
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies013.AVI,6195256
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies227.MOV,24994730
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies173.AVI,19343736
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies007.MPG,753268
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies198.AVI,1840504
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies179.MOV,24633054
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies145.MOV,53056746
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies186.MOV,63640114
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies141.MOV,11195558
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies003.MPG,417213
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies223.MOV,7577302
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies017.AVI,6195256
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies201.AVI,969528
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies021.mov,156295708
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies215.AVI,3352472
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies214.AVI,164312
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies200.AVI,213592
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies016.AVI,1725368
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies236.MOV,71528918
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies222.MOV,2549850
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies002.MPG,695506
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies140.MOV,1143762
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies181.MOV,10002386
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies142.MOV,80375238
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies174.AVI,1199960
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies028.AVI,12078712
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies234.MOV,162218926
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies014.AVI,10353112
/Users/eddiedickey/Feb2020/Movie-files/Movies/iphoto movies,moremovies220.MOV,5034374
