SourceFile,CreateDate
/Users/eddiedickey/Feb2020/Movies/Tommy Football 2014.fcpbundle/10-12-14/Original Media/Clip #8.mov,2014:10:13 06:03:58
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Transcoded Media/High Quality Media/HDV_0266.mov,2015:02:06 06:57:15
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Transcoded Media/High Quality Media/HDV_0267.mov,2015:02:06 06:55:51
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Transcoded Media/High Quality Media/HDV_0259.mov,2015:02:06 06:54:45
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Transcoded Media/High Quality Media/HDV_0265.mov,2015:02:06 06:58:07
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Transcoded Media/High Quality Media/HDV_0270.mov,2015:02:06 06:54:52
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Transcoded Media/High Quality Media/HDV_0264.mov,2015:02:06 06:55:06
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Transcoded Media/High Quality Media/HDV_0258.mov,2015:02:06 06:55:55
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Transcoded Media/High Quality Media/HDV_0260.mov,2015:02:06 06:56:05
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Transcoded Media/High Quality Media/HDV_0261.mov,2015:02:06 06:54:58
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Transcoded Media/High Quality Media/HDV_0263.mov,2015:02:06 06:57:05
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Transcoded Media/High Quality Media/HDV_0262.mov,2015:02:06 06:58:00
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Transcoded Media/High Quality Media/HDV_0255.mov,2015:02:06 06:55:09
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Transcoded Media/High Quality Media/HDV_0269.mov,2015:02:06 06:57:51
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Transcoded Media/High Quality Media/HDV_0268.mov,2015:02:06 06:54:21
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Transcoded Media/High Quality Media/HDV_0256.mov,2015:02:06 06:53:34
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Transcoded Media/High Quality Media/HDV_0257.mov,2015:02:06 06:57:21
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Original Media/HDV_0265.mp4,2015:01:31 02:37:19
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Original Media/HDV_0259.mp4,2015:01:31 01:59:31
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Original Media/HDV_0258.mp4,2015:01:31 01:58:46
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Original Media/HDV_0264.mp4,2015:01:31 02:31:25
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Original Media/HDV_0270.mp4,2015:01:31 02:47:38
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Original Media/HDV_0266.mp4,2015:01:31 02:39:35
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Original Media/HDV_0267.mp4,2015:01:31 02:42:07
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Original Media/HDV_0263.mp4,2015:01:31 02:30:22
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Original Media/HDV_0262.mp4,2015:01:31 02:28:02
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Original Media/HDV_0260.mp4,2015:01:31 02:04:37
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Original Media/HDV_0261.mp4,2015:01:31 02:09:16
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Original Media/HDV_0256.mp4,2015:01:31 01:55:07
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Original Media/HDV_0257.mp4,2015:01:31 01:57:08
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Original Media/HDV_0269.mp4,2015:01:31 02:46:20
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Original Media/HDV_0255.mp4,2015:01:31 01:47:18
/Users/eddiedickey/Feb2020/Movies/Rugby.fcpbundle/2-5-15/Original Media/HDV_0268.mp4,2015:01:31 02:43:55
/Users/eddiedickey/Feb2020/Movies/Baseball.fcpbundle/Tommy's Swing Batting Cage/Original Media/2014-05-26 14_08_05 (id).mov,2014:05:27 02:35:00
/Users/eddiedickey/Feb2020/Movies/Baseball.fcpbundle/Tommy's Swing Batting Cage/Original Media/2014-05-26 14_06_59 (id).mov,2014:05:27 02:34:55
/Users/eddiedickey/Feb2020/Movies/Baseball.fcpbundle/Tommy's Swing Batting Cage/Original Media/2014-05-26 14_23_00 (id).mov,2014:05:27 02:36:13
/Users/eddiedickey/Feb2020/Movies/Baseball.fcpbundle/Tommy's Swing Batting Cage/Original Media/2014-05-26 14_23_49 (id).mov,2014:05:27 02:36:20
/Users/eddiedickey/Feb2020/Movies/Baseball.fcpbundle/Tommy's Swing Batting Cage/Original Media/2014-05-26 14_05_57 (id).mov,2014:05:27 02:34:51
/Users/eddiedickey/Feb2020/Movies/Tommy TL Freshman Football.fcpbundle/9-3-15/Transcoded Media/High Quality Media/HDV_0312.mov,2015:09:04 04:08:45
/Users/eddiedickey/Feb2020/Movies/Tommy TL Freshman Football.fcpbundle/9-3-15/Transcoded Media/High Quality Media/HDV_0313.mov,2015:09:04 04:07:16
/Users/eddiedickey/Feb2020/Movies/Tommy TL Freshman Football.fcpbundle/9-3-15/Transcoded Media/High Quality Media/HDV_0311.mov,2015:09:04 04:05:15
/Users/eddiedickey/Feb2020/Movies/Tommy TL Freshman Football.fcpbundle/9-3-15/Transcoded Media/High Quality Media/HDV_0310.mov,2015:09:04 04:06:09
/Users/eddiedickey/Feb2020/Movies/Tommy TL Freshman Football.fcpbundle/9-3-15/Transcoded Media/High Quality Media/HDV_0314.mov,2015:09:04 04:06:41
/Users/eddiedickey/Feb2020/Movies/Tommy TL Freshman Football.fcpbundle/9-3-15/Transcoded Media/High Quality Media/HDV_0315.mov,2015:09:04 04:05:30
/Users/eddiedickey/Feb2020/Movies/Tommy TL Freshman Football.fcpbundle/9-3-15/Transcoded Media/High Quality Media/HDV_0317.mov,2015:09:04 04:08:36
/Users/eddiedickey/Feb2020/Movies/Tommy TL Freshman Football.fcpbundle/9-3-15/Transcoded Media/High Quality Media/HDV_0316.mov,2015:09:04 04:08:58
/Users/eddiedickey/Feb2020/Movies/Tommy TL Freshman Football.fcpbundle/9-3-15/Original Media/HDV_0311.mp4,2015:09:03 17:52:28
/Users/eddiedickey/Feb2020/Movies/Tommy TL Freshman Football.fcpbundle/9-3-15/Original Media/HDV_0310.mp4,2015:09:03 17:40:11
/Users/eddiedickey/Feb2020/Movies/Tommy TL Freshman Football.fcpbundle/9-3-15/Original Media/HDV_0312.mp4,2015:09:03 17:54:08
/Users/eddiedickey/Feb2020/Movies/Tommy TL Freshman Football.fcpbundle/9-3-15/Original Media/HDV_0313.mp4,2015:09:03 18:14:54
/Users/eddiedickey/Feb2020/Movies/Tommy TL Freshman Football.fcpbundle/9-3-15/Original Media/HDV_0317.mp4,2015:09:03 18:40:46
/Users/eddiedickey/Feb2020/Movies/Tommy TL Freshman Football.fcpbundle/9-3-15/Original Media/HDV_0316.mp4,2015:09:03 18:39:35
/Users/eddiedickey/Feb2020/Movies/Tommy TL Freshman Football.fcpbundle/9-3-15/Original Media/HDV_0314.mp4,2015:09:03 18:35:36
/Users/eddiedickey/Feb2020/Movies/Tommy TL Freshman Football.fcpbundle/9-3-15/Original Media/HDV_0315.mp4,2015:09:03 18:37:42
/Users/eddiedickey/Feb2020/Movies/Tommy Baseball 2015.fcpbundle/3-8-15/Transcoded Media/High Quality Media/HDV_0295.mov,2015:03:14 06:03:49
/Users/eddiedickey/Feb2020/Movies/Tommy Baseball 2015.fcpbundle/3-8-15/Transcoded Media/High Quality Media/HDV_0294.mov,2015:03:14 06:03:23
/Users/eddiedickey/Feb2020/Movies/Tommy Baseball 2015.fcpbundle/3-8-15/Original Media/HDV_0295.mp4,2015:03:08 12:00:38
/Users/eddiedickey/Feb2020/Movies/Tommy Baseball 2015.fcpbundle/3-8-15/Original Media/HDV_0294.mp4,2015:03:08 11:39:26
