SourceFile,DateCreated,DateTimeCreated,DateTimeOriginal,GPSAltitude,GPSAltitudeRef,GPSCoordinates,GPSCoordinates-und-US,GPSDateStamp,GPSDateTime,GPSDestBearing,GPSDestBearingRef,GPSHPositioningError,GPSImgDirection,GPSImgDirectionRef,GPSLatitude,GPSLatitudeRef,GPSLongitude,GPSLongitudeRef,GPSPosition,GPSProcessingMethod,GPSSpeed,GPSSpeedRef,GPSTimeStamp
/Users/eddiedickey/Flickr/2017/37647449195_195a9fdb0d_o.jpg,,,2017:11:17 16:18:11,37 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 00:18:09.97Z,92.898017,True North,10 m,92.898017,True North,"37 deg 49' 36.73"" N",North,"122 deg 29' 27.76"" W",West,"37 deg 49' 36.73"" N, 122 deg 29' 27.76"" W",,0,km/h,00:18:09.97
/Users/eddiedickey/Flickr/2017/38479200576_f544702224_o.jpg,,,2017:11:17 16:18:11,37 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 00:18:09.97Z,92.898017,True North,10 m,92.898017,True North,"37 deg 49' 36.73"" N",North,"122 deg 29' 27.76"" W",West,"37 deg 49' 36.73"" N, 122 deg 29' 27.76"" W",,0,km/h,00:18:09.97
/Users/eddiedickey/Flickr/2017/video_37383230602.mov,,,,4.693 m,Above Sea Level,"37 deg 58' 6.60"" N, 122 deg 30' 59.40"" W, 4.693 m Above Sea Level",,,,,,,,,"37 deg 58' 6.60"" N",,"122 deg 30' 59.40"" W",,"37 deg 58' 6.60"" N, 122 deg 30' 59.40"" W",,,,
/Users/eddiedickey/Flickr/2017/38454737316_c260d63f9c_o.jpg,,,2017:11:18 06:55:10,10.4 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 14:55:09.95Z,90.53617021,True North,5 m,90.53617021,True North,"37 deg 49' 36.90"" N",North,"122 deg 29' 28.50"" W",West,"37 deg 49' 36.90"" N, 122 deg 29' 28.50"" W",,0,km/h,14:55:09.95
/Users/eddiedickey/Flickr/2017/38478766412_be8af50d7d_o.jpg,,,2017:11:18 07:39:13,3 m Below Sea Level,Below Sea Level,,,2017:11:18,2017:11:18 15:39:12Z,101.6576355,True North,10 m,101.6576355,True North,"37 deg 49' 36.51"" N",North,"122 deg 29' 26.99"" W",West,"37 deg 49' 36.51"" N, 122 deg 29' 26.99"" W",,0.23,km/h,15:39:12
/Users/eddiedickey/Flickr/2017/25754677308_2b5e426bab_o.jpg,,,2017:12:31 16:12:22,6.3 m Above Sea Level,Above Sea Level,,,2018:01:01,2018:01:01 00:12:21.99Z,236.56,True North,5 m,236.56,True North,"34 deg 2' 7.91"" N",North,"118 deg 32' 10.90"" W",West,"34 deg 2' 7.91"" N, 118 deg 32' 10.90"" W",,0,km/h,00:12:21.99
/Users/eddiedickey/Flickr/2017/24662559108_25811f3641_o.jpg,,,2017:11:17 16:43:10,3.6 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 00:43:08.99Z,339.0308123,True North,5 m,339.0308123,True North,"37 deg 49' 36.58"" N",North,"122 deg 29' 28.30"" W",West,"37 deg 49' 36.58"" N, 122 deg 29' 28.30"" W",,0.28,km/h,00:43:08.99
/Users/eddiedickey/Flickr/2017/27848722809_59c5801e29_o.jpg,,,2017:12:31 17:14:07,85.2 m Above Sea Level,Above Sea Level,,,2018:01:01,2018:01:01 01:14:05.99Z,31.57808858,True North,5 m,31.57808858,True North,"34 deg 2' 45.98"" N",North,"118 deg 31' 47.28"" W",West,"34 deg 2' 45.98"" N, 118 deg 31' 47.28"" W",,0,km/h,01:14:05.99
/Users/eddiedickey/Flickr/2017/24757809957_a09d057dff_o.jpg,,,2017:12:31 17:11:42,76.8 m Above Sea Level,Above Sea Level,,,2018:01:01,2018:01:01 01:11:39.3Z,78.79646018,True North,318.358209 m,78.79646018,True North,"34 deg 2' 45.29"" N",North,"118 deg 31' 51.21"" W",West,"34 deg 2' 45.29"" N, 118 deg 31' 51.21"" W",,0,km/h,01:11:39.3
/Users/eddiedickey/Flickr/2017/video_25215503247.mov,,,,40.348 m,Above Sea Level,"38 deg 1' 31.08"" N, 122 deg 33' 19.44"" W, 40.348 m Above Sea Level",,,,,,,,,"38 deg 1' 31.08"" N",,"122 deg 33' 19.44"" W",,"38 deg 1' 31.08"" N, 122 deg 33' 19.44"" W",,,,
/Users/eddiedickey/Flickr/2017/38506119271_11c180057c_o.jpg,,,2017:11:18 07:39:13,3 m Below Sea Level,Below Sea Level,,,2017:11:18,2017:11:18 15:39:12Z,101.6576355,True North,10 m,101.6576355,True North,"37 deg 49' 36.51"" N",North,"122 deg 29' 26.99"" W",West,"37 deg 49' 36.51"" N, 122 deg 29' 26.99"" W",,0.23,km/h,15:39:12
/Users/eddiedickey/Flickr/2017/37619073235_fbc6c1d13b_o.jpg,,,2017:11:17 18:09:56,18.6 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 02:09:55Z,144.035461,True North,10 m,144.035461,True North,"37 deg 49' 37.29"" N",North,"122 deg 29' 28.55"" W",West,"37 deg 49' 37.29"" N, 122 deg 29' 28.55"" W",,0,km/h,02:09:55
/Users/eddiedickey/Flickr/2017/38503267582_d93f457ec6_o.jpg,,,2017:11:17 16:42:39,2.3 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 00:42:37.99Z,86.75373134,True North,5 m,86.75373134,True North,"37 deg 49' 36.68"" N",North,"122 deg 29' 28.61"" W",West,"37 deg 49' 36.68"" N, 122 deg 29' 28.61"" W",,0,km/h,00:42:37.99
/Users/eddiedickey/Flickr/2017/38917908594_2251a0199b_o.jpg,,,2017:12:31 16:23:36,6.2 m Above Sea Level,Above Sea Level,,,2018:01:01,2018:01:01 00:23:36Z,289.7554745,True North,5 m,289.7554745,True North,"34 deg 2' 18.51"" N",North,"118 deg 32' 32.96"" W",West,"34 deg 2' 18.51"" N, 118 deg 32' 32.96"" W",,0,km/h,00:23:36
/Users/eddiedickey/Flickr/2017/26759122269_0196e1563b_o.jpg,,,2017:11:17 16:17:59,27.6 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 00:17:39.97Z,,,10 m,,,"37 deg 49' 36.83"" N",North,"122 deg 29' 28.00"" W",West,"37 deg 49' 36.83"" N, 122 deg 29' 28.00"" W",,0,km/h,00:17:39.97
/Users/eddiedickey/Flickr/2017/38478766422_2ff792604b_o.jpg,,,2017:11:18 14:17:53,55.1 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 22:17:52.97Z,144.5057803,True North,5 m,144.5057803,True North,"38 deg 19' 14.11"" N",North,"122 deg 39' 46.53"" W",West,"38 deg 19' 14.11"" N, 122 deg 39' 46.53"" W",,0,km/h,22:17:52.97
/Users/eddiedickey/Flickr/2017/38729749715_95cafde1da_o.jpg,,,2017:12:31 16:14:00,5.4 m Above Sea Level,Above Sea Level,,,2018:01:01,2018:01:01 00:13:58.99Z,328.1893939,True North,30 m,328.1893939,True North,"34 deg 2' 7.57"" N",North,"118 deg 32' 12.44"" W",West,"34 deg 2' 7.57"" N, 118 deg 32' 12.44"" W",,0,km/h,00:13:58.99
/Users/eddiedickey/Flickr/2017/video_35247807235.mov,,,,22.616 m,Above Sea Level,"38 deg 5' 23.64"" N, 122 deg 34' 28.20"" W, 22.616 m Above Sea Level",,,,,,,,,"38 deg 5' 23.64"" N",,"122 deg 34' 28.20"" W",,"38 deg 5' 23.64"" N, 122 deg 34' 28.20"" W",,,,
/Users/eddiedickey/Flickr/2017/video_37414093101.mov,,,,4.39 m,Above Sea Level,"37 deg 51' 18.36"" N, 122 deg 28' 43.68"" W, 4.39 m Above Sea Level",,,,,,,,,"37 deg 51' 18.36"" N",,"122 deg 28' 43.68"" W",,"37 deg 51' 18.36"" N, 122 deg 28' 43.68"" W",,,,
/Users/eddiedickey/Flickr/2017/26735018369_dff9e799ae_o.jpg,,,2017:11:17 17:00:42,8.5 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 01:00:40.96Z,151.8929504,True North,5 m,151.8929504,True North,"37 deg 49' 36.64"" N",North,"122 deg 29' 28.08"" W",West,"37 deg 49' 36.64"" N, 122 deg 29' 28.08"" W",,0,km/h,01:00:40.96
/Users/eddiedickey/Flickr/2017/video_34489042301.mov,,,,49.941 m,Above Sea Level,"38 deg 26' 17.52"" N, 122 deg 42' 45.00"" W, 49.941 m Above Sea Level",,,,,,,,,"38 deg 26' 17.52"" N",,"122 deg 42' 45.00"" W",,"38 deg 26' 17.52"" N, 122 deg 42' 45.00"" W",,,,
/Users/eddiedickey/Flickr/2017/video_34748297706.mov,,,,12.891 m,Above Sea Level,"37 deg 58' 27.48"" N, 122 deg 31' 20.28"" W, 12.891 m Above Sea Level",,,,,,,,,"37 deg 58' 27.48"" N",,"122 deg 31' 20.28"" W",,"37 deg 58' 27.48"" N, 122 deg 31' 20.28"" W",,,,
/Users/eddiedickey/Flickr/2017/37790405094_ded5305274_o.jpg,,,2017:11:18 10:03:49,18.1 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 18:03:48.95Z,221.4800266,True North,10 m,221.4800266,True North,"37 deg 49' 37.23"" N",North,"122 deg 29' 28.80"" W",West,"37 deg 49' 37.23"" N, 122 deg 29' 28.80"" W",,0.22,km/h,18:03:48.95
/Users/eddiedickey/Flickr/2017/38505845131_d9192a1e49_o.jpg,,,2017:11:18 10:10:31,9.9 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 18:10:27.08Z,163.3072289,True North,2187 m,163.3072289,True North,"37 deg 49' 37.72"" N",North,"122 deg 29' 30.14"" W",West,"37 deg 49' 37.72"" N, 122 deg 29' 30.14"" W",,0,km/h,18:10:27.08
/Users/eddiedickey/Flickr/2017/video_26759127529.mov,,,,19.884 m,Above Sea Level,"37 deg 49' 37.20"" N, 122 deg 29' 29.40"" W, 19.884 m Above Sea Level",,,,,,,,,"37 deg 49' 37.20"" N",,"122 deg 29' 29.40"" W",,"37 deg 49' 37.20"" N, 122 deg 29' 29.40"" W",,,,
/Users/eddiedickey/Flickr/2017/37795090244_ef6bf3b15a_o.jpg,,,2017:11:18 07:39:11,19.4 m Below Sea Level,Below Sea Level,,,2017:11:18,2017:11:18 15:39:09Z,106.3525641,True North,10 m,106.3525641,True North,"37 deg 49' 36.47"" N",North,"122 deg 29' 27.10"" W",West,"37 deg 49' 36.47"" N, 122 deg 29' 27.10"" W",,0,km/h,15:39:09
/Users/eddiedickey/Flickr/2017/38450182576_13479edb35_o.jpg,,,2017:11:17 21:18:37,23.9 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 05:18:35.96Z,298.9624413,True North,5 m,298.9624413,True North,"37 deg 49' 37.35"" N",North,"122 deg 29' 28.69"" W",West,"37 deg 49' 37.35"" N, 122 deg 29' 28.69"" W",,0,km/h,05:18:35.96
/Users/eddiedickey/Flickr/2017/38505840821_64f7264687_o.jpg,,,2017:11:17 18:10:32,57.8 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 02:10:31.99Z,121.9183007,True North,30 m,121.9183007,True North,"37 deg 49' 36.80"" N",North,"122 deg 29' 28.11"" W",West,"37 deg 49' 36.80"" N, 122 deg 29' 28.11"" W",,0,km/h,02:10:31.99
/Users/eddiedickey/Flickr/2017/25754644568_a42b2df4e1_o.jpg,,,2017:12:31 21:31:17,126.5 m Above Sea Level,Above Sea Level,,,2018:01:01,2018:01:01 05:31:15.99Z,270.462963,True North,5 m,270.462963,True North,"34 deg 3' 9.24"" N",North,"118 deg 31' 27.20"" W",West,"34 deg 3' 9.24"" N, 118 deg 31' 27.20"" W",,0.31,km/h,05:31:15.99
/Users/eddiedickey/Flickr/2017/video_34233599450.mov,,,,9.968 m,Above Sea Level,"37 deg 47' 48.12"" N, 122 deg 24' 4.68"" W, 9.968 m Above Sea Level",,,,,,,,,"37 deg 47' 48.12"" N",,"122 deg 24' 4.68"" W",,"37 deg 47' 48.12"" N, 122 deg 24' 4.68"" W",,,,
/Users/eddiedickey/Flickr/2017/37619324915_4a63a4a62c_o.jpg,,,2017:11:18 07:48:36,49.3 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 15:48:35.98Z,,,100 m,,,"37 deg 49' 35.76"" N",North,"122 deg 29' 19.98"" W",West,"37 deg 49' 35.76"" N, 122 deg 29' 19.98"" W",,0,km/h,15:48:35.98
/Users/eddiedickey/Flickr/2017/38534864401_d28c4fbfbc_o.jpg,,,2017:11:17 17:00:31,6.7 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 01:00:29.96Z,148.3858696,True North,5 m,148.3858696,True North,"37 deg 49' 36.55"" N",North,"122 deg 29' 28.08"" W",West,"37 deg 49' 36.55"" N, 122 deg 29' 28.08"" W",,0,km/h,01:00:29.96
/Users/eddiedickey/Flickr/2017/38917919554_2b9ef21435_o.jpg,,,2017:12:31 16:13:56,4.4 m Above Sea Level,Above Sea Level,,,2018:01:01,2018:01:01 00:13:55.99Z,326.9468085,True North,30 m,326.9468085,True North,"34 deg 2' 7.07"" N",North,"118 deg 32' 12.66"" W",West,"34 deg 2' 7.07"" N, 118 deg 32' 12.66"" W",,0,km/h,00:13:55.99
/Users/eddiedickey/Flickr/2017/39625998711_50a99f4df5_o.jpg,,,2017:12:31 16:14:04,5.9 m Above Sea Level,Above Sea Level,,,2018:01:01,2018:01:01 00:14:03.99Z,266.1361257,True North,10 m,266.1361257,True North,"34 deg 2' 7.73"" N",North,"118 deg 32' 12.50"" W",West,"34 deg 2' 7.73"" N, 118 deg 32' 12.50"" W",,0.4,km/h,00:14:03.99
/Users/eddiedickey/Flickr/2017/38729739525_b97bb23f9c_o.jpg,,,2017:12:31 16:23:22,5.1 m Above Sea Level,Above Sea Level,,,2018:01:01,2018:01:01 00:23:21Z,293.6594595,True North,5 m,293.6594595,True North,"34 deg 2' 18.48"" N",North,"118 deg 32' 32.19"" W",West,"34 deg 2' 18.48"" N, 118 deg 32' 32.19"" W",,0.96,km/h,00:23:21
/Users/eddiedickey/Flickr/2017/26730312069_02bf62ae5a_o.jpg,,,2017:11:18 07:47:27,1 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 15:47:23.11Z,27.08485857,True North,2187 m,27.08485857,True North,"37 deg 49' 35.30"" N",North,"122 deg 29' 18.99"" W",West,"37 deg 49' 35.30"" N, 122 deg 29' 18.99"" W",,0,km/h,15:47:23.11
/Users/eddiedickey/Flickr/2017/38505845121_257985ea1c_o.jpg,,,2017:11:18 10:10:29,9.9 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 18:10:27.08Z,163.3072289,True North,2187 m,163.3072289,True North,"37 deg 49' 37.72"" N",North,"122 deg 29' 30.14"" W",West,"37 deg 49' 37.72"" N, 122 deg 29' 30.14"" W",,0,km/h,18:10:27.08
/Users/eddiedickey/Flickr/2017/38506121861_d4bb23b0d3_o.jpg,,,2017:11:18 07:47:34,19.7 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 15:47:33.98Z,178.7521368,True North,10 m,178.7521368,True North,"37 deg 49' 36.00"" N",North,"122 deg 29' 18.42"" W",West,"37 deg 49' 36.00"" N, 122 deg 29' 18.42"" W",,1.26,km/h,15:47:33.98
/Users/eddiedickey/Flickr/2017/video_34599128471.mov,,,,,,,,,,,,,,,,,,,,,,,
/Users/eddiedickey/Flickr/2017/26730093579_149dae935a_o.jpg,,,2017:11:17 21:18:54,18.1 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 05:18:53.96Z,352.5881326,True North,5 m,352.5881326,True North,"37 deg 49' 37.29"" N",North,"122 deg 29' 28.83"" W",West,"37 deg 49' 37.29"" N, 122 deg 29' 28.83"" W",,0.18,km/h,05:18:53.96
/Users/eddiedickey/Flickr/2017/38729745965_9b339e3c92_o.jpg,,,2017:12:31 16:14:04,5.9 m Above Sea Level,Above Sea Level,,,2018:01:01,2018:01:01 00:14:03.99Z,266.1361257,True North,10 m,266.1361257,True North,"34 deg 2' 7.73"" N",North,"118 deg 32' 12.50"" W",West,"34 deg 2' 7.73"" N, 118 deg 32' 12.50"" W",,0.4,km/h,00:14:03.99
/Users/eddiedickey/Flickr/2017/24633951288_08dc5e9383_o.jpg,,,2017:11:18 07:39:29,12.2 m Below Sea Level,Below Sea Level,,,2017:11:18,2017:11:18 15:39:27.99Z,180.2107438,True North,5 m,180.2107438,True North,"37 deg 49' 36.47"" N",North,"122 deg 29' 27.10"" W",West,"37 deg 49' 36.47"" N, 122 deg 29' 27.10"" W",,0.18,km/h,15:39:27.99
/Users/eddiedickey/Flickr/2017/26730087299_1311525aaf_o.jpg,,,2017:11:17 21:18:11,10.8 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 05:18:09.27Z,,,2187 m,,,"37 deg 49' 37.42"" N",North,"122 deg 29' 28.83"" W",West,"37 deg 49' 37.42"" N, 122 deg 29' 28.83"" W",,0,km/h,05:18:09.27
/Users/eddiedickey/Flickr/2017/39625992881_51800f7276_o.jpg,,,2017:12:31 16:23:21,5.1 m Above Sea Level,Above Sea Level,,,2018:01:01,2018:01:01 00:23:21Z,293.6594595,True North,5 m,293.6594595,True North,"34 deg 2' 18.48"" N",North,"118 deg 32' 32.19"" W",West,"34 deg 2' 18.48"" N, 118 deg 32' 32.19"" W",,0.96,km/h,00:23:21
/Users/eddiedickey/Flickr/2017/37790393924_71ecb09054_o.jpg,,,2017:11:17 21:18:34,23.9 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 05:18:33.96Z,298.4470588,True North,5 m,298.4470588,True North,"37 deg 49' 37.35"" N",North,"122 deg 29' 28.69"" W",West,"37 deg 49' 37.35"" N, 122 deg 29' 28.69"" W",,0,km/h,05:18:33.96
/Users/eddiedickey/Flickr/2017/38917904564_90cb7ef1b1_o.jpg,,,2017:12:31 21:10:04,109.2 m Above Sea Level,Above Sea Level,,,2018:01:01,2018:01:01 05:10:02.71Z,64.90022676,True North,30 m,64.90022676,True North,"34 deg 2' 48.28"" N",North,"118 deg 31' 40.66"" W",West,"34 deg 2' 48.28"" N, 118 deg 31' 40.66"" W",,0,km/h,05:10:02.71
/Users/eddiedickey/Flickr/2017/38917909144_fd1aea5573_o.jpg,,,2017:12:31 16:35:49,6.2 m Above Sea Level,Above Sea Level,,,2018:01:01,2018:01:01 00:35:49Z,197.9067164,True North,5 m,197.9067164,True North,"34 deg 2' 17.08"" N",North,"118 deg 32' 29.14"" W",West,"34 deg 2' 17.08"" N, 118 deg 32' 29.14"" W",,0,km/h,00:35:49
/Users/eddiedickey/Flickr/2017/video_34639716265.mov,,,,1903.079 m,Above Sea Level,"39 deg 11' 44.52"" N, 120 deg 14' 6.00"" W, 1903.079 m Above Sea Level",,,,,,,,,"39 deg 11' 44.52"" N",,"120 deg 14' 6.00"" W",,"39 deg 11' 44.52"" N, 120 deg 14' 6.00"" W",,,,
/Users/eddiedickey/Flickr/2017/video_34642156525.mov,,,,1890.396 m,Above Sea Level,"39 deg 11' 47.04"" N, 120 deg 14' 6.72"" W, 1890.396 m Above Sea Level",,,,,,,,,"39 deg 11' 47.04"" N",,"120 deg 14' 6.72"" W",,"39 deg 11' 47.04"" N, 120 deg 14' 6.72"" W",,,,
/Users/eddiedickey/Flickr/2017/video_39642005534.mov,,,,73.097 m,Above Sea Level,"37 deg 48' 1.80"" N, 122 deg 27' 17.28"" W, 73.097 m Above Sea Level",,,,,,,,,"37 deg 48' 1.80"" N",,"122 deg 27' 17.28"" W",,"37 deg 48' 1.80"" N, 122 deg 27' 17.28"" W",,,,
/Users/eddiedickey/Flickr/2017/video_35565555056.mov,,,,5.993 m,Above Sea Level,"37 deg 58' 27.84"" N, 122 deg 31' 19.92"" W, 5.993 m Above Sea Level",,,,,,,,,"37 deg 58' 27.84"" N",,"122 deg 31' 19.92"" W",,"37 deg 58' 27.84"" N, 122 deg 31' 19.92"" W",,,,
/Users/eddiedickey/Flickr/2017/video_34642156255.mov,,,,5.076 m,Above Sea Level,"37 deg 58' 27.84"" N, 122 deg 31' 20.28"" W, 5.076 m Above Sea Level",,,,,,,,,"37 deg 58' 27.84"" N",,"122 deg 31' 20.28"" W",,"37 deg 58' 27.84"" N, 122 deg 31' 20.28"" W",,,,
/Users/eddiedickey/Flickr/2017/38506117761_dfd27d958d_o.jpg,,,2017:11:18 07:39:24,16.2 m Below Sea Level,Below Sea Level,,,2017:11:18,2017:11:18 15:39:22.99Z,112.9135654,True North,5 m,112.9135654,True North,"37 deg 49' 36.46"" N",North,"122 deg 29' 27.01"" W",West,"37 deg 49' 36.46"" N, 122 deg 29' 27.01"" W",,0,km/h,15:39:22.99
/Users/eddiedickey/Flickr/2017/39626004531_e0f3db310f_o.jpg,,,2017:12:31 16:13:57,4.4 m Above Sea Level,Above Sea Level,,,2018:01:01,2018:01:01 00:13:55.99Z,326.9468085,True North,30 m,326.9468085,True North,"34 deg 2' 7.07"" N",North,"118 deg 32' 12.66"" W",West,"34 deg 2' 7.07"" N, 118 deg 32' 12.66"" W",,0,km/h,00:13:55.99
/Users/eddiedickey/Flickr/2017/37623933925_8cde5d45d5_o.jpg,,,2017:11:17 17:00:37,8.6 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 01:00:35.96Z,151.154185,True North,5 m,151.154185,True North,"37 deg 49' 36.64"" N",North,"122 deg 29' 28.08"" W",West,"37 deg 49' 36.64"" N, 122 deg 29' 28.08"" W",,0,km/h,01:00:35.96
/Users/eddiedickey/Flickr/2017/37619326075_323c040ca6_o.jpg,,,2017:11:18 07:47:28,1 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 15:47:23.11Z,27.08485857,True North,2187 m,27.08485857,True North,"37 deg 49' 35.30"" N",North,"122 deg 29' 18.99"" W",West,"37 deg 49' 35.30"" N, 122 deg 29' 18.99"" W",,0,km/h,15:47:23.11
/Users/eddiedickey/Flickr/2017/video_23561953828.mov,,,,108.391 m,Above Sea Level,"38 deg 34' 45.48"" N, 122 deg 34' 42.96"" W, 108.391 m Above Sea Level",,,,,,,,,"38 deg 34' 45.48"" N",,"122 deg 34' 42.96"" W",,"38 deg 34' 45.48"" N, 122 deg 34' 42.96"" W",,,,
/Users/eddiedickey/Flickr/2017/video_37366589116.mov,,,,108.799 m,Above Sea Level,"38 deg 34' 45.48"" N, 122 deg 34' 42.96"" W, 108.799 m Above Sea Level",,,,,,,,,"38 deg 34' 45.48"" N",,"122 deg 34' 42.96"" W",,"38 deg 34' 45.48"" N, 122 deg 34' 42.96"" W",,,,
/Users/eddiedickey/Flickr/2017/video_36704636234.mov,,,,58.435 m,Above Sea Level,"37 deg 54' 26.28"" N, 122 deg 33' 4.68"" W, 58.435 m Above Sea Level",,,,,,,,,"37 deg 54' 26.28"" N",,"122 deg 33' 4.68"" W",,"37 deg 54' 26.28"" N, 122 deg 33' 4.68"" W",,,,
/Users/eddiedickey/Flickr/2017/37619081855_ae9e5e849a_o.jpg,,,2017:11:18 10:03:57,12 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 18:03:55.95Z,226.566586,True North,10 m,226.566586,True North,"37 deg 49' 37.35"" N",North,"122 deg 29' 29.05"" W",West,"37 deg 49' 37.35"" N, 122 deg 29' 29.05"" W",,0.56,km/h,18:03:55.95
/Users/eddiedickey/Flickr/2017/38450190536_e86d9b2947_o.jpg,,,2017:11:18 10:03:51,15.7 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 18:03:50.95Z,222.8386076,True North,10 m,222.8386076,True North,"37 deg 49' 37.23"" N",North,"122 deg 29' 28.80"" W",West,"37 deg 49' 37.23"" N, 122 deg 29' 28.80"" W",,0,km/h,18:03:50.95
/Users/eddiedickey/Flickr/2017/24757802957_abe0c6e07c_o.jpg,,,2017:12:31 21:31:22,126.7 m Above Sea Level,Above Sea Level,,,2018:01:01,2018:01:01 05:31:20.99Z,273.544,True North,5 m,273.544,True North,"34 deg 3' 9.23"" N",North,"118 deg 31' 27.29"" W",West,"34 deg 3' 9.23"" N, 118 deg 31' 27.29"" W",,0,km/h,05:31:20.99
/Users/eddiedickey/Flickr/2017/26730311379_14da58444b_o.jpg,,,2017:11:18 07:48:35,9 m Below Sea Level,Below Sea Level,,,2017:11:18,2017:11:18 15:48:31.89Z,,,1085.005181 m,,,"37 deg 49' 36.48"" N",North,"122 deg 29' 18.77"" W",West,"37 deg 49' 36.48"" N, 122 deg 29' 18.77"" W",,0,km/h,15:48:31.89
/Users/eddiedickey/Flickr/2017/38729765295_a5f710caff_o.jpg,,,2017:12:31 16:12:23,6.3 m Above Sea Level,Above Sea Level,,,2018:01:01,2018:01:01 00:12:21.99Z,236.56,True North,5 m,236.56,True North,"34 deg 2' 7.91"" N",North,"118 deg 32' 10.90"" W",West,"34 deg 2' 7.91"" N, 118 deg 32' 10.90"" W",,0,km/h,00:12:21.99
/Users/eddiedickey/Flickr/2017/video_34621585505.mov,,,,52.8 m,Above Sea Level,"38 deg 26' 26.52"" N, 122 deg 42' 43.20"" W, 52.8 m Above Sea Level",,,,,,,,,"38 deg 26' 26.52"" N",,"122 deg 42' 43.20"" W",,"38 deg 26' 26.52"" N, 122 deg 42' 43.20"" W",,,,
/Users/eddiedickey/Flickr/2017/24757796227_076ac2d1df_o.jpg,,,2017:12:31 21:32:47,128.6 m Above Sea Level,Above Sea Level,,,2018:01:01,2018:01:01 05:32:45.99Z,265.507177,True North,5 m,265.507177,True North,"34 deg 3' 9.13"" N",North,"118 deg 31' 27.18"" W",West,"34 deg 3' 9.13"" N, 118 deg 31' 27.18"" W",,1.11,km/h,05:32:45.99
/Users/eddiedickey/Flickr/2017/38478928922_43de1fcb99_o.jpg,,,2017:11:17 18:09:51,16.8 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 02:09:49Z,134.9024664,True North,10 m,134.9024664,True North,"37 deg 49' 37.25"" N",North,"122 deg 29' 28.33"" W",West,"37 deg 49' 37.25"" N, 122 deg 29' 28.33"" W",,0,km/h,02:09:49
/Users/eddiedickey/Flickr/2017/25754679698_52ac2bbd04_o.jpg,,,2017:12:31 16:10:55,8.5 m Above Sea Level,Above Sea Level,,,2018:01:01,2018:01:01 00:10:54.05Z,290.721519,True North,5 m,290.721519,True North,"34 deg 2' 7.66"" N",North,"118 deg 32' 10.98"" W",West,"34 deg 2' 7.66"" N, 118 deg 32' 10.98"" W",,0,km/h,00:10:54.05
/Users/eddiedickey/Flickr/2017/26759122309_2e598eb4a9_o.jpg,,,2017:11:17 17:00:33,12.1 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 01:00:32.96Z,151.8723404,True North,10 m,151.8723404,True North,"37 deg 49' 36.68"" N",North,"122 deg 29' 28.03"" W",West,"37 deg 49' 36.68"" N, 122 deg 29' 28.03"" W",,0.76,km/h,01:00:32.96
/Users/eddiedickey/Flickr/2017/37619073725_107d1b6580_o.jpg,,,2017:11:17 21:18:24,28.1 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 05:18:22.97Z,287.4518519,True North,5 m,287.4518519,True North,"37 deg 49' 37.39"" N",North,"122 deg 29' 28.77"" W",West,"37 deg 49' 37.39"" N, 122 deg 29' 28.77"" W",,0,km/h,05:18:22.97
/Users/eddiedickey/Flickr/2017/39625991391_a81be214ac_o.jpg,,,2017:12:31 16:23:37,6.2 m Above Sea Level,Above Sea Level,,,2018:01:01,2018:01:01 00:23:36Z,289.7554745,True North,5 m,289.7554745,True North,"34 deg 2' 18.51"" N",North,"118 deg 32' 32.96"" W",West,"34 deg 2' 18.51"" N, 118 deg 32' 32.96"" W",,0,km/h,00:23:36
